gender,name,origin,meaning
F,Mo‘mina,Arabcha,"Shariatga e’tiqodli, musulmon qiz; taqvodor ayol"
F,Mo‘minniso,Arabcha,"Musulmon, xudojo‘y ayol"
F,Mo‘tabar,Arabcha,"Hurmatli, aziz, e’zozga loyuq. Eht.: Mo‘tabarxon"
F,Mo‘tila,Arabcha,"Tuhfa, atol qilingan, baxshanda"
F,Mo‘chchi,o‘zbekcha,"Nozik, nafosatli, zebo qiz"
M,Nabi,Arabcha,"Payg‘ambar, Allohning elchisi, ilohiy xabarlar keltiruvchi, bashorat qiluvchi. Asli: Nabiulla, Abdunabi (qar.). Shakllari: Nabijon, Nabixon"
M,Nabiahmad,Arabcha,"Allohga cheksiz hamdu sano aytuvchi payg‘ambar, Allohni ta’rif qiluvchi, madh qiluvchi"
M,Nabib,Arabcha,"Qar. Nabiulla, Nabibulla yoki bilimli, dono"
M,Nabibulla,Arabcha,"Allohning elchisi, xabarchisi"
M,Nabiddin,Arabcha,"Dinning baxtli, baxtiyor, shodon kishisi yoki dinning payg‘ambari, boshlig‘I, rahnamosi"
M,Nabiyor,"Arabcha, fors-tojikcha","Payg‘ambar hamdam (yor) bo‘lib, qo‘llab yursin"
M,Nabirahmon,Arabcha,"Mehribon, shafqatlining, ya’ni Allohning elchisi, payg‘ambari"
M,Nabiriddin,Arabcha,Qar. Nabiddin
M,Nabiulla,Arabcha,"Allohning elchisi, payg‘ambari"
M,Nabixon,"Arabcha, o‘zbekcha",Qar. Nabi (Nabi+xon)
M,Nabixo‘ja,"Arabcha, fors-tojikcha",Qar. Nabi (Nabi+xo‘ja)
M,Nabish,Arabcha,"Abdunabi, Nabiulla kabi ismlarining eq.shakli"
M,Nabiqul,"Arabcha, o‘zbekcha","Payg‘ambarning sodiq xizmatkori, quli"
M,Nabiqo‘zi,"Arabcha, o‘zbekcha",Qar. Nabi va Qo‘zi
M,Nabih,Arabcha,"Xushyor, sergak"
M,Nabot,Arabcha,"Shirin, yoqimtoy, suyukli bola"
M,Nabotali,Arabcha,"Shirin, suyukli o‘g‘ilni Ali qo‘llasin yoki qar. Nabot va Ali"
M,Navbat,Arabcha,"o‘z navbati bilan, o‘z o‘rni bilan tug‘ilgan bola"
M,Navbatkeldi,"Arabcha, o‘zbekcha","o‘z navbati, o‘rni bilan tug‘ilgan (kelgan) bola"
M,Navbatmurod,Arabcha,"o‘z navbati bilan tug‘ilgan va orzuimiz, armonimiz bo‘lgan bola"
M,Navbatniyoz,"Arabcha, fors-tojikcha","o‘z o‘rni, navbat bilan tug‘ilgan va iltijo qilib, so‘rab olingan yoki Alloh tuhfa qilgan bola"
M,Navbatqul,"Arabcha, o‘zbekcha",Qar. Navbat (Navbat+qul)
M,Navbahor,Fors-tojikcha,Ko‘klam boshida tug‘ilgan qiz yoki hayoti ilk bahordek yashnoq va obod bo‘lsin
M,Navvot,Arabcha,"Amaldor, mansabdor; o‘rinbosar"
M,Navdor,Fors-tojikcha,"Noyob tuhfa, ehson"
M,Navid,Fors-tojikcha,"Xushxabar, sevinch, xushbaxtlik"
M,Navkar,Fors-tojikcha,"Do‘st, o‘rtoq yoki qo‘riqchi, askar, xizmatkor. Shakllari: Navkarboy, Navkarjon"
M,Navmuhammad,"Fors-tojikcha, arabcha","Eht.: Navkarmuhammad - Muhammadning askari, yoki Navmuhammad - yosh, navqiron Muhammad"
M,Navniyoz,Fors-tojikcha,"Tilab, so‘rab olingan bola, yosh, norasida yoki eht.: Navkarniyoz"
M,Navoiy,Fors-tojikcha,"Kuyga, qo‘shiqqa mansub, Buyuk o‘zbek shoiri Alisher Navoiyning taxallusiga nisbat berilgan ism. Buyuk shoir Navoiyga o‘xshasin, Navoiydek shuhrat topsin deb orzu qilinadi"
M,Navol,Arabcha,"Sovg‘a, ehson"
M,Navot,Fors-tojikcha,Qar. Navvot
M,Navro‘z,Arabcha,"Navro‘z - yangi yil kuni (oyi)da tug‘ilgan bola. Shakllari: Navro‘zboy, Navro‘zjon, Navrozxon"
M,Navro‘zali,"Fors-tojikcha, arabcha",Navro‘z (yangi yil) kuni tug‘ilgan bolani Ali o‘z panohida olsin
M,Navro‘zbek,"Fors-tojikcha, arabcha",Navro‘z (yangi yil) kuni tug‘ilgan beklar nasliga mansub bola
M,Navro‘zberdi,"Fors-tojikcha, o‘zbekcha",Navro‘z kuni ato qilingan bola
M,Navro‘zboy,"Fors-tojikcha, o‘zbekcha",Qar. Navro‘z (Navro‘z+boy)
M,Navro‘zkeldi,"Fors-tojikcha, o‘zbekcha","Yangi yil (Navro‘zda) tug‘ilgan, kelgan bola"
M,Navro‘zmomo,"Fors-tojikcha, o‘zbekcha",Qar. Navro‘z va Momo
M,Navro‘zmuhammad,"Fors-tojikcha, arabcha",Yangi yil (Navro‘z)da tug‘ilgan bolani Muhammad o‘z panohiga olsin
M,Navro‘zxo‘ja,Fors-tojikcha,Navro‘zda tug‘ilgan oqsuyaklar nasliga mansub bola
M,Navro‘zqul,"Fors-tojikcha, o‘zbekcha",Navro‘z kuni tug‘ilgan bola
M,Navfal,Arabcha,"Tortiq, sovg‘a, ehson"
M,Navqiron,Fors-tojikcha,"o‘spirin, bo‘z bola, yigit"
M,Navqon,Fors-tojikcha,"Bug‘doy boshog‘I; ne’mat, rizu ro‘zli, nasibali"
M,Navsha,Fors-tojikcha,"Yangi, navqiron, o‘spirin, bo‘z bola"
M,Nadim,Arabcha,"Yaqin do‘st, suhbatdosh, sirdosh"
M,Najab,Arabcha,Xalif Ali ko‘milgan joy (shahar) nomidan olingan ism. Shia mazhabiga mansub musulmonlar bu joyni muqaddas deb biladilar va unga sig‘inadilar
M,Najabali,Arabcha,"Alining ko‘milgan joyi, muqaddas joy. Qar. Najib"
M,Najabqul,"Arabcha, o‘zbekcha",Qar. Najab (Najab+qul)
M,Najdat,Arabcha,"Jasur, mard, qo‘rqmas"
M,Najjor,Arabcha,Duradgor; yog‘och ustasi; binokor
M,"Naji,  Najiy",Arabcha,"Yaqin do‘st, qadrdon o‘rtoq, sirdosh"
M,Najib,Arabcha,"Olijanob, oliyhimmat; pok, vijdonli; atoqli, mashhur; aslzoda"
M,Najibali,Arabcha,Qar. Najib va Ali
M,"Najibiddin,  Najibuddin",Arabcha,"Dinning tanlangan, ko‘zga ko‘ringan vakili; dinning mo‘tabar farzandi"
M,Najibulla,Arabcha,"Allohning suyukli do‘sti, sirdoshi yoki Allohning taniqli do‘sti. Bu nom Muhammad (sav)ning sifatlaridan biridir"
M,Najim,Arabcha,"Aynan: Yulduz. Najimiddin, Najimulla (qar.)"
M,Najimxo‘ja,"Arabcha, fors-tojikcha",Xo‘jalar avlodidan bo‘lgan tole ulug‘ bola
M,Najmi,Arabcha,Qar. Najmiddin
M,Najmiddin,Arabcha,"Din yulduzi; dinning iqboli, istiqboli yoki dinning tolei baland kishisi"
M,Najmirahmon,Arabcha,o‘ta mehribon (Rahmon Alloh)ning yulduzi yoki Allohning tolei baland kishisi
M,"Najmulla,  Najimulla",Arabcha,Allohnig yulduzi; Allohning suyakli tolei baland bandasi
M,Najot,Arabcha,"Yordam, ko‘mak qilib, najot qilib berilgan bola yoki bolamiz tursin, yashasin deb Allohdan najot tilaymiz"
M,Nazarbek,"Arabcha, o‘zbekcha",Beklar naslidan bo‘lgan Alloh nazar qilgan bola
M,Nazarali,Arabcha,"Alining nazari, iltifoti tufayli erishilgan bola"
M,Nazarberdi,"Arabcha, o‘zbekcha","Allohning iltifoti, nazari tufayli topilgan bola"
M,Nazarmamat,Arabcha,Qar. Nazarmuhammad
M,Nazarmat,Arabcha,Qar. Nazarmuhammad
M,Nazarmahram,Arabcha,Qar. Nazar va Mahram
M,Nazarmurod,Arabcha,"Allohning iltifoti, nazari tufayli erishilgan orzu, murod"
M,Nazarmuhammad,Arabcha,"Muhammad (sav)ning iltifoti, shafqati tufayli erishilgan bola"
M,Nazartoj,"Arabcha, fors-tojikcha","Allohning iltifoti, nazari tufayli tug‘ilgan qizil xolli bola"
M,Nazarxol,"Arabcha, fors-tojikcha","Allohning iltifoti, nazari tufayli tug‘ilgan xolli bola"
M,Nazarxon,"Arabcha, o‘zbekcha",Qar. Nazar (Nazar+xon)
M,Nazarxo‘ja,"Arabcha, fors-tojikcha",Allohning nazari tufayli tug‘ilgan va oqsuyaklar nasliga mansub bola
M,Nazarqilich,"Arabcha, o‘zbekcha","Allohning nazari bilan tug‘ilgan va qilichdek o‘tkir, mustahkam bola"
M,Nazarqosim,"Arabcha, o‘zbekcha","Odamlar rizqu-ro‘zini, nasibasini taqsimlovchi, ularni boquvchining (Allohning) iltifoti, tuhfasi"
M,Nazarqul,"Arabcha, o‘zbekcha","Nazarga oluvchi, mehribonlik qiluvchining, ya’ni Alloh quli"
M,Nazarqurbon,Arabcha,"Qurbon oyida qilingan iltifot, marhamat, ya’ni Alloh qurbon oyida ato qilgan bola"
M,Nazarhoji,Arabcha,Qar. Nazar va Hoji
M,Nazarhoshim,Arabcha,"Non ushatuvchining, nonu nasiba tarqatuvchining (Allohning) iltifoti bo‘lgan bola. Sol: Abduhoshim"
M,Nazibjon,Arabcha,"Sof, pokiza, begunoh. Qar. Nazif"
M,Nazim,Arabcha,Qar. Nozim
M,Nazimjon,"Arabcha, fors-tojikcha",Qar. Nozimjon
M,Nazimqul,"Arabcha, o‘zbekcha",Qar. Nozimqul
M,Nazir,Arabcha,"Ogoh qiluvchi, azoblardan ogohlantiruvchi. Nazir nomi Muhammad (sav)ning sifatlaridan biridir. Shakllari: Nazirjon, Nazirxon"
M,Nazirali,Arabcha,"Aliga bag‘ishlangan, nazir qilingan bola"
M,Nazirjon,"Arabcha, fors-tojikcha",Qar. Nazir (Nazir+jon)
M,Naziriddin,Arabcha,"Din yo‘lida bag‘ishlangan, dinga sadaqa qilingan"
M,Nazirtosh,"Arabcha, o‘zbekcha",Avliyolarga sadaqa (nazir) qilingan va toshdek mahkam bola
M,Nazirxo‘ja,"Arabcha, fors-tojikcha",Qar. Nazir va Xo‘ja
M,Nazirsho,"Arabcha, fors-tojikcha",Qar. Nazir va Shoh
M,Nazirqul,"Arabcha, o‘zbekcha",Allohning sadaqa (nazir) qilingan bandasi yoki qar. Nazir (Nazir+qul)
M,Nazif,Arabcha,"Pokiza, ozoda; beg‘ubor, begunoh"
M,Nazifa,Arabcha,"Pokiza, ozoda; begunoh, ma’suma"
M,Nazifulla,Arabcha,"Allohning pokiza, begunoh bandasi"
M,Nazih,Arabcha,"Pokiza, toza; nazokatli"
M,Nazihulla,Arabcha,"Allohning pokiza, begunoh bandasi"
M,Nazmiddin,Arabcha,Qar. Najmiddin
M,Nazrali,Arabcha,Qar. Nazirali
M,Nazrat,Arabcha,"Latofatli, chiroyi ochilgan, yashnagan"
M,Nazri,Arabcha,"Xudo yoki avliyoga, din yo‘liga va’da, sadaqa qilingan. Asli: Nazriddin"
M,"Nazriddin,  Naziriddin",Arabcha,"Din yo‘liga bag‘ishlangan, dinga sadaqa qilingan"
M,Nazriqul,"Arabcha, o‘zbekcha",Qar. Nazirqul
M,Nazrulla,Arabcha,"Allohga bag‘ishlangan, nazir (sadaqa) qilingan bola"
M,Naim,Arabcha,"Baxtli, omadlim, saodatmand"
M,Naimjon,"Arabcha, fors-tojikcha","Baxtli hamda suyukli, aziz qiz yoki qar. Naim (Naim+jon)"
M,Naimiddin,Arabcha,"Dinning baxtli, iqbolli kishisi yoki din baxsh eruvchi, baxt, saodat"
M,Naimxon,"Arabcha, o‘zbekcha",Qar. Naim (Naim+xon)
M,Nayza,Fors-tojikcha,"Nayzadek o‘tkir, mustahkam bolsin"
M,Nayman,Mo‘g‘ulcha,Nayman qabilasi (urug‘i)ga mansub bola
M,Naymanqul,"Mo‘g‘ulcha, o‘zbekcha",Nayman qabilasining farzandi
M,"Naki,  Neku",Fors-tojikcha,"Ozoda, pokiza yoki go‘zal, zebo"
M,"Nalboy,  Na’lboy",Arabcha,"Taqadek (nag‘al) mahkam, chidamli"
M,Namat,Fors-tojikcha,"Kigiz, namatdek e’tiborsiz yoki chidamli. Eht.: Nemat (qar.)"
M,Nomdor,"Arabcha, fors-tojikcha","Atoqli, mashhur, shuhratli"
M,Namoz,Fors-tojikcha,"Namor, ibodat payti tug‘igan bola. Shakllari: Namozboy, Namozbek, Namozqul"
M,Namozali,"Fors-tojikcha, arabcha",Namoz payti tug‘ilgan o‘g‘ilni Ali o‘z panohiga olsin
M,Namozxo‘ja,Fors-tojikcha,Namoz paytida tug‘ilgan xo‘jalar naslidagi o‘g‘il
M,Namozqul,"Fors-tojikcha, o‘zbekcha",Qar. Namoz (Namoz+qul)
M,Nanay,Mo‘g‘ulcha,"Nanay qabilasiga mansub bola (Nanay zardushtiylarda hosildorlik, unumdorlik ilohiysi bo‘lgan)"
M,Narzi,Arabcha,"Narzulla, Narziddin ismlarining eq.shakli"
M,Narziali,Arabcha,"Aliga bag‘ishlangan, ato qilingan bola"
M,Naribek,"Arabcha, o‘zbekcha",Qar. Narzi (Narzi+bek)
M,Narziddin,Arabcha,Qar. Naziriddin
M,Narzipo‘lat,"Arabcha, fors-tojikcha",Nazir qilingan bola po‘latdek mahkam bo‘lsin
M,Narzitosh,"Arabcha, o‘zbekcha",Nazir qilingan va toshdek mustahkam bola
M,Narziqul,"Arabcha, o‘zbekcha",Alloh yo‘liga bag‘ishlangan bola yoki qar. Narzi (Narzi+qul)
M,Narzulla,Arabcha,"Qar. Narzulla, Nazirulla"
M,Narimon,"Arabcha, fors-tojikcha","Qo‘rqmas, dovyurak, jasur, bukilmas irodali"
M,Narmin,Fors-tojikcha,"Muloyim, yumshoq tabiatli; mehrli, shafqatli"
M,Nasib,Arabcha,"Nasibulla, Nasibali ismlarining eq.shakli yoki qarindosh, kuyov. Bu nom Alining sifati bo‘lgan. Shakllari: Nasibboy, Nasibjon, Nasibxon"
M,Nasibali,Arabcha,"Ali muyassar qilgan, Ali ato qilgan bola yoki rizqu ro‘zli bolani Ali o‘z panohiga olsin"
M,Nasibmirza,"Arabcha, fors-tojikcha",Qar. Nasib va Mirza
M,Nasibto‘ra,"Arabcha, o‘zbekcha",Qar. Nasib va To‘ra
M,Nasibulla,Arabcha,"Alloh lozim topib erishtirgan, nasib qilgan bola yoki Allohning yaqini, qadrdoni"
M,Nasibxon,"Arabcha, o‘zbekcha",Qar. Nasib (Nasib+xon)
M,Nasibxo‘ja,"Arabcha, fors-tojikcha","Xo‘jalar, aslzodalar naslidan bo‘lgan, Alloh lozim topib bergan bola"
M,Nasibqul,"Arabcha, o‘zbekcha",Allohning rizqu nasibali bandasi yoki qar. Nasib (Nasib+qul)
M,Nasir,Arabcha,Qar. Nosir
M,Nasif,Arabcha,"Yordamchi, xizmatkor"
M,Nasih,Arabcha,"Maslahat beruvchi, nasihatgo‘y; ko‘makdosh"
M,Nason,Fors-tojikcha,Eht.: Nayson yoki Nasriddin ismining eq.shakli
M,Nasri,Arabcha,Qar. Nasriddin
M,Nasriddin,Arabcha,"Dinning g‘olibi, dinning zafari yoki dinning ko‘magi, yordami tufayli erishilgan bola"
M,Nasrulla,Arabcha,"Allohning yordami, ko‘magi bo‘lgan bola"
M,Nafas,Arabcha,Allohning (sig‘inilgan avliyolarning) nafasi tufayli erishilgan bola
M,Nafasali,Arabcha,"Alining nafasi, qudrati tufayli erishilgan bola"
M,Nafaskeldi,"Arabcha, o‘zbekcha","Allohning nafasi, qudrati tufayli tug‘ilgan bola"
M,Nafasmamat,Arabcha,"Allohning, muqaddas avliyolarning nafasi, ko‘magi bilan erishilgan orzu"
M,Nafasmirza,"Arabcha, fors-tojikcha",Qar. Nafas va Mirza
M,Nafasmuhammad,Arabcha,"Muhammad (sav)ning yordami, nafasi tufayli tug‘ilgan bola"
M,Nafasqul,"Arabcha, o‘zbekcha","Nafas, ya’ni Allohning sodiq bandasi, quli"
M,Nafig‘ulla,Arabcha,"Allohning yaxshiliklar qiluvchi, saxovatpesha kishisi"
M,Na’lboy,Arabcha,"Taqa (nag‘al)dek mustahkam, joni qattiq bola"
M,Naqib,Arabcha,"Oqsoqol, boshliq, yo‘lboshchi; urug‘ (qabila) rahbari e’tiborli, ulug‘. Bu so‘z otmishda Buxoro xonligida yuqori mansablardan birining nomi bolgan"
M,Naqibjon,"Arabcha, fors-tojikcha",Baland martabali va qadrli bola yoki qar. Naqib (Naqib+xon)
M,Naqiyulla,Arabcha,"Allohning pokdomon, ozoda, xalol; begunoh bandasi"
M,Naqshboy,Arabcha,"Bezangan, ziynatlangan ko‘rkam. Naqsh so‘zi Xoja Bahovuddinning laqabi bo‘lgan"
M,Naqshbek,"Arabcha, o‘zbekcha",Beklar naslidan bo‘lgan chiroyli bola yoki qar. Naqshboy (Naqsh+bek)
M,Nag‘izboy,"Fors-tojikcha, o‘zbekcha","Ko‘rkam, chiroyli, yoqimtoy"
M,Nahal,Fors-tojikcha,"Taqa (nag‘al)dek mustahkam, uzoq umrli yoki qar. Nihol"
M,"Nahan, Nahanboy",Arabcha,"Ulkan, ulug; botir, g‘olib, bahodir"
M,Nahangboy,Arabcha,"Nahangdek ulkan, qudratli, bahodir"
M,Nahor,Mo‘g‘ulcha,"Subhidamda, tong payti tug‘ilgan bola"
M,Nahriddin,Arabcha,Dinning bulog‘i
M,Nekbaxt,Fors-tojikcha,"Xushbaxy, saodatmand, tolei baland"
M,Nekboy,"Fors-tojikcha, o‘zbekcha","Qutli, omadli; yaxshi, munosib, yoqimli bola"
M,Nekdil,Fors-tojikcha,"Mehribon, ko‘ngilchan, rahmdil"
M,Nekjon,Fors-tojikcha,Qadrli va xushbaxt bola yoki (Nek+jon)
M,Nekmirza,Fors-tojikcha,Qar. Nek va Mirza
M,Neknafas,"Fors-tojikcha, arabcha","Yaxshi niyatli, ezgu orzular sohibi yoki yaxshilik, baxt keltiruvchi"
M,Nektoy,"Fors-tojikcha, o‘zbekcha",Qar. Nek (Nek+toy)
M,Nekchehra,Fors-tojikcha,"Yaxshi, jozibali, sohibjamol, zebo"
M,Nekqadam,"Fors-tojikcha, arabcha","Baxtu omad keltiruvchi, xosiyatli bola"
M,Neknom,"Fors-tojikcha, arabcha","Yaxshi nom chiqargan, mashhur; xosiyatli nom egasi"
M,Nekro‘z,Fors-tojikcha,"Omadli, tinch, rohat-farog‘atda yashovchi"
M,Nekro‘y,Fors-tojikcha,"Chiroyli, go‘zal, zebo"
M,Netay,o‘zbekcha,"Chorasiz, ilojsiz"
M,Ne’mat,Arabcha,"Nasibali, rizqu-ro‘zli yoki baxt-saodatli bo‘lsin"
M,Ne’matulla,Arabcha,"Allohning marhamati, himmati, ne’mati; Alloh baxsh etgan baxt"
M,Ne’matsho,"Arabcha, fors-tojikcha",Qar. Ne’mat va Sho(h)
M,Nido,Arabcha,Iltijomiz yetib borib berilgan o‘g‘il
M,Niyoz,Fors-tojikcha,"1) Allohdan so‘rab, iltijo qilib olingan bola; 2) muhtoj bo‘lib, armon va orzu bilan erishilgan bola; 3) Allohning marhamati, ehsoni tuhfasi"
M,Niyozbek,"Arabcha, o‘zbekcha",Qar. Niyoz (Niyoz+bek)
M,Niyozali,"Fors-tojikcha, arabcha",Qar. Niyoz va Ali
M,Niyozberdi,"Fors-tojikcha, o‘zbekcha","Allohga yolvorib, iltijo qilib erishilgan bola"
M,Niyozboqi,"Fors-tojikcha, arabcha","Yolvorib, o‘tinib olingan bolaning umri uzoq (boqiy) bo‘lsin"
M,Niyozvali,"Fors-tojikcha, arabcha","o‘tinib, iltijo qilib olingan o‘g‘il aqlli, dono bo‘lsin"
M,Niyozdavlat,"Fors-tojikcha, arabcha","Allohdan yolvorib, so‘rab olingan boy, badavlat bola"
M,Niyozjon,Fors-tojikcha,"Allohdan iltijo bilan so‘rab olingan qadrli, jondek aziz bola"
M,Niyoziddin,"Fors-tojikcha, arabcha","Dinning marhamati,ehsoni yoki din yo‘liga bag‘ishlanagan (niyoz qilingan) bola"
M,Niyozkeldi,"Fors-tojikcha, o‘zbekcha","Orzu-umidimiz, armonimiz bo‘lgan bola tug‘ildi (keldi)"
M,Niyozmad,"Fors-tojikcha, arabcha",Qar. Niyozmuhammad
M,Niyozmamad,"Fors-tojikcha, arabcha",Qar. Niyozmuhammad
M,Niyozmamat,"Fors-tojikcha, arabcha",Qar. Niyozmuhammad
M,Niyozmat,"Fors-tojikcha, arabcha",Qar. Niyozmuhammad
M,Niyozmurod,"Fors-tojikcha, arabcha","Tilab, yolvorib olingan bola murodiga yetsin"
M,Niyozmuhammad,"Fors-tojikcha, arabcha","Muhammad (sav)ning muruvvati, ehsoni yoki Allohdan so‘rab, iltijolar qilib olingan bolani Muhammad o‘z panohida asrasin"
M,Niyozoxun,Fors-tojikcha,Qar. Niyoz va Oxun
M,Niyozpo‘lat,Fors-tojikcha,"Allohdan o‘tinib, so‘rab olingan bolaning joni po‘latdek mustahkam bo‘lsin"
M,Niyozturdi,"Fors-tojikcha, o‘zbekcha","Allohdan yolvorib, so‘rab olingan bola tursin, umri uzoq bo‘lsin"
M,Niyoztursin,"Fors-tojikcha, o‘zbekcha","Allohdan yolvorib olingan bola yashasin, tursin"
M,Niyozxol,Fors-tojikcha,"Allohdan iltijo qilib, so‘rab olingan va xol bilan tug‘ilgan bola"
M,Niyozqul,"Fors-tojikcha, o‘zbekcha","Iltijomizni qabul qilganning, ya’ni Allohning quli yoki yaxshilikning, ezgulikning quli"
M,Niyozqurbon,"Fors-tojikcha, arabcha","Qurbon oyida berilgan tuhfa, ehson yoki qurbon oyida ro‘yobga chiqqan orzu, armon"
M,Nizom,Arabcha,"Tartibli, intizomli, odobli o‘g‘il bo‘lsin yoki marvarid shodasidek qimmatli, nodir. Asli: Nizomiddin (qar.)"
M,Nizomiddin,Arabcha,Aynan: Dinning tartib-qoidalari; dinning bebaho va muqaddasligi yoki dinni tartibga soluvchi
M,Nizomulmulk,Arabcha,"Davlatning, podshohlik tuzimi, tartib-qoidalari"
M,Nizomxo‘ja,"Arabcha, fors-tojikcha",Qar. Nizom va Xo‘ja
M,Nisol,Arabcha,"o‘tkir, keskir"
M,Nishon,Fors-tojikcha,"Badanida qandaydir belgi (alomat) bilan tug‘ilgan bola yoki otasidan yodgorlik (nishon) bo‘lgan o‘g‘il. Shakllari: Nishonboy, Nishonxon"
M,Nishonali,"Fors-tojikcha, arabcha",Biror belgi (alomat) bilan tug‘ilgan o‘g‘ilni Ali o‘z panohiga olsin
M,Niyat,Arabcha,"Qar. Niyatulla. Shakllari: Niyatboy, Niyatjon"
M,Niyatali,Arabcha,"Orzu, niyat qilib qilib kutilgan bolani Ali o‘z panohiga olsin"
M,Niyatulla,Arabcha,"Allohdan so‘rab, orzu, niyat qilib olingan bola"
M,Niyatqobil,Arabcha,"Orzuimiz, niyatimiz qabul bo‘lib berilgan bola"
M,Niyatqul,"Arabcha, o‘zbekcha",Qar. Niyat (Niyat+qul)
M,Niholboy,"Fors-tojikcha, o‘zbekcha","Osib-unuvchi, yashovchi bola"
M,Nihon,Fors-tojikcha,"Pinhon, yashirin, himoyalangan"
M,Nihonjon,Fors-tojikcha,"Yashiringan, pinhob tutilgan. Chaqaloqni ko‘z tegish va yovuz kuchlardan asrash uchun beriladigan ism"
M,Nihonxo‘ja,Fors-tojikcha,"Xo‘jalar naslidan bo‘lgan yashiringan, muhofaza qilingan bola"
M,Nobig‘a,Arabcha,"Yuksak iste’dod egasi, daho, geniy"
M,Novjuvon,Fors-tojikcha,"Yosh yigit, o‘smir, novqiron"
M,Novgat,So‘g‘dcha,"Novqat (muqaddas qadamjoy)ni ziyorat qilgach tug‘ilgan bola yoki navxat - yosh yigit, navjuvon, navqiron, o‘smir"
M,Nodim,Arabcha,"Hamdam, hamsuhbat, do‘st"
M,Nodir,Arabcha,"Siyrak, kam uchraydigan, tengsiz yoki bebaho, qimmatli"
M,Nodiriddin,Arabcha,"Dinning yagonaligi, noyobligi, dinning muqaddas va bebaholigi"
M,Nodirmamat,Arabcha,Qar. Nodirmuhammad
M,Nodirmat,Arabcha,Qar. Nodirmuhammad
M,Nodirmirza,"Arabcha, fors-tojikcha",Qar. Nodir va Mirza
M,Nodirmuhammad,Arabcha,"Qimmatli, tengsiz o‘g‘ilni Muhammad (sav) o‘z panohida asrasin yoki Muhammad o‘z himoyasiga olgan bola"
M,Nodirniyoz,"Arabcha, fors-tojikcha",Allohdan o‘tinib so‘rab olingan o‘ta qadrli bola
M,Nodirxon,Arabcha,Qar. Nodir (Nodir+xon)
M,Nodirxo‘ja,"Arabcha, fors-tojikcha","Xo‘jalar avlodidan bo‘lgan tengsiz, noyob o‘g‘il"
M,Nodirshoh,"Arabcha, fors-tojikcha","Tengsiz, bebaho o‘g‘il qilichdek o‘tkir, keskir va mustahkam bo‘lsin"
M,Nodirqilich,"Arabcha, o‘zbekcha","Tengsiz, bebaho o‘g‘il qilichdek keskir, mustahkam bo‘lsin"
M,Nodirqul,"Arabcha, o‘zbekcha",Qar. Nodir (Nodir+qul)
M,Noyob,Fors-tojikcha,"Kam uchraydigan, kam topiluvchi, tengsiz yoki yashirin, berkitilgan, muhofaza qilingan"
M,Noyobjon,Fors-tojikcha,Qar. Noyob (Noyob+jon)
M,Noyobiddin,Fors-tojikcha,Dinning muqaddas va noyobligi
M,Nozboy,Fors-tojikcha,Nozbo‘y-rayhon yoki Niyozboy (qar.)
M,Nozim,Arabcha,"Tartibga keltiruvchi, tartibga soluvchi yokitartibli, intizomli. Shakllari: Nozimbek, Nozimboy, Nozimxon"
M,Nozir,Arabcha,"Nazorat qiluvchi, kuzatib turuvchi, himoya qiluvchi, qo‘riqlovchi. Bu nom Muhammad (sav)ning sifatlaridan biridir. Shakllari: Nozirbek, Nozirboy, Nozirxo‘ja"
M,Nozirmuhammad,Arabcha,"Muhammad (sav) nazorat qilib, kuzatib turuvchidir; Muhammad - ogohlantiruvchi, himoya qiluvchidir"
M,Noib,Arabcha,"o‘rinbosar, ko‘makchi, yordamchi"
M,Noil,Arabcha,"Maqsadga muvofiq bola, orzu qilingan bola yoki sovg‘a, tuhfa"
M,Nor,Fors-tojikcha,"Badanida qizil xoli yoki qizillik belgisi bilan tug‘ilgan bola yohud (bir o‘rkachli tuya)dek kuchli, qudratli. Shakllari: Norbek, Norboy, Norjon, Norxon"
M,Norali,"Fors-tojikcha, arabcha",Qizil xolli bolani Ali o‘z panohida asrasin
M,Norahmad,"Fors-tojikcha, arabcha",Qizil xolli bolani Ahmad (qar.) o‘z panohida asrasin
M,Norbadal,"Fors-tojikcha, arabcha",Oldingi turmagan bolalar evaziga berilgan (kelgan) qizil xolli (badanida qizillik belgisi bor) bola
M,Norbegim,"Fors-tojikcha, o‘zbekcha",Beklar (aslzodalar) nasliga mansub qizil xolli bola
M,Norberdi,"Fors-tojikcha, o‘zbekcha",(Alloh) bergan qizil xolli o‘g‘il
M,Norbobo,Fors-tojikcha,Bobosining ismi berilgan xolli bola
M,Norbosh,"Fors-tojikcha, o‘zbekcha",Boshida qizil xoli (tamg‘asi) mavjud bola
M,Norbo‘ta,"Fors-tojikcha, o‘zbekcha",Nor (bir o‘rkachli) tuyaning bo‘talog‘idek chiroyli va kuchli bola
M,Norbo‘ri,"Fors-tojikcha, o‘zbekcha",Qar. Nor va Bo‘ri
M,Norjigit,"Fors-tojikcha, o‘zbekcha",Qizil xoli (tamg‘ali) o‘g‘il ulg‘ayib yigit bolsin
M,Norjig‘a,Fors-tojikcha,Boshida qizil xol (tamg‘a) bilan tug‘ilgan bola
M,Norjon,Fors-tojikcha,"Badanida qizil xoli (tamg‘asi) bor qadrli, suyukli bola"
M,Norim,Fors-tojikcha,"Nor so‘zi bilan boshlangan (Normurod, Normuhammad) qo‘shma ismlarning eq.shakli"
